data,Overall,north_east,north,west,capital,south_east,south,east,badakhshan,balkh_province,badghis,baghlan,bamyan_province,farah,faryab,ghor,ghazni_province,herat,helmand,jawzjan,kabul_province,kandahar_province,kunduz_province,kunar,khost,laghman,logar,nangarhar,nuristan,paktya,paktika,samangan,sar_e_pul_province,takhar,uruzgan,maidan_wardak,faiz_abad_badakhshan,baharak_badakhshan,yaftal_e_sufla,yawan,argo,kohestan_badakhshan,keshem,jorm,nahr_e_shahi,mazar_e_sharif,dehdadi,sholgareh,zari,balkh,chemtal,qala_e_naw,muqur_badghis,jawand,ab_kamari,pul_e_khumri,doshi,burka,baghlan_e_jadid,nahrin,bamyan,bala_buluk,qala_e_kah,maymana,feroz_koh,dawlatyar,shahrak,deh_yak,andar,ghazni,muqur_ghazni,giro,qarabagh,waghaz,hirat,injil,guzara,lashkargah,nahr_e_saraj,sheberghan,aqcha,kabul,bagrami,deh_sabz,paghman,kandahar,daman,maywand,arghandab,zheray,dand,panjwayi,spin_boldak,kunduz,chawkay,asad_abad,watapur,shigal,bar_kunar,dara_e_pech,sar_kani,marawara,narang,khas_kunar,nurgal,ghazi_abad,nari,dangam,chapa_dara,matun,mandozayi,gurbuz,tani,terezayi,qalandar,mehtarlam,qarghayi,pul_e_alam,surkh_rod,rodat,jalalabad,behsud,bati_kot,chaparhar,khogyani,achin,nazyan,dur_baba,deh_bala,kama,shinwar,pachir_wa_agam,wama,barg_e_matal,waygal,parun,kamdesh,mandol,nurgaram,gardez,shawak,sayed_karam,samkani,ahmadaba,dand_wa_patan,ziruk,sharan,mata_khan,urgun,barmal,surobi_paktika,zarghun_shahr,yosuf_khel,aybak,hazrat_e_sultan,dara_e_suf_e_bala,dara_e_suf_e_payin,sar_e_pul,taloqan,yangi_qala,bangi,baharak,tirinkot,maydan_shahr,nerkh,dawlatabad_balkh,karukh,muhmand_dara,duab,secure_tenure,insecure_tenure,service_inaccess,service_access,adequate_shelter,inadequate_shelter,less_5years,over_5years,mixed_popn,seperate_popn,recent_return,no_recent_return,suburb_location,rural_location,urban_location,small_site,large_site
total_sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum,1147,272,288,45,90,88,150,214,41,88,11,83,1,3,43,11,15,20,24,34,77,122,78,64,42,59,8,73,18,16,15,56,67,70,4,4,15,19,2,1,1,1,1,1,54,11,14,3,1,3,1,6,3,1,1,54,6,7,14,2,1,2,1,43,9,1,1,1,2,8,1,1,1,1,4,11,4,16,8,33,1,61,13,2,1,56,16,10,11,13,4,9,3,78,3,11,4,6,3,9,4,4,4,3,2,4,3,1,3,25,8,5,2,1,1,29,30,8,16,6,4,16,1,8,4,4,1,4,2,1,2,2,3,2,2,3,5,1,1,9,1,1,3,1,1,1,6,1,2,2,1,1,1,32,21,2,1,67,60,2,7,1,4,3,1,1,1,2,1,751,384,858,289,1057,88,143,1002,835,312,290,339,247,321,579,995,150
